symbol,companyName,exchange,marketCap,price,ceo,enterpriseValue
TRST,TrustCo Bank Corp NY,NASDAQ,829383230.0,46.83,Robert Joseph McCormick,897572750.0
NWPX,"NWPX Infrastructure, Inc.",NASDAQ,828879058.0,86.01,Scott J. Montross,711308260.0
MGTX,MeiraGTx Holdings plc,NASDAQ,828386940.0,8.95,Alexandria Forbes,662174978.0
KRO,"Kronos Worldwide, Inc.",NYSE,826081373.0,7.18,Brian W. Christian,1048600000.0
NMFC,New Mountain Finance Corporation,NASDAQ,824525352.0,8.37,John R. Kline,2567977903.0
TRAX,First Tracks Biotherapeutics Inc,NASDAQ,821462601.0,23.64,Daniel R. Faga,
AMN,"AMN Healthcare Services, Inc.",NYSE,817965192.0,21.16,Caroline Sullivan Grace,1376320960.0
SMP,"Standard Motor Products, Inc.",NYSE,817183710.0,36.9,Eric Philip Sills,1420260191.0
ALTG-PA,Alta Equipment Group Inc.,NYSE,816333316.0,25.28,Ryan Greenawalt,
CAC,Camden National Corporation,NASDAQ,814348314.0,47.97,Simon R. Griffiths,1277108553.0
METC,"Ramaco Resources, Inc.",NASDAQ,814268925.0,14.55,Randall W. Atkins,541254000.0
ABUS,Arbutus Biopharma Corporation,NASDAQ,813360874.0,4.13,Lindsay Androski,907774075.0
FCBC,"First Community Bankshares, Inc.",NASDAQ,812785750.0,42.61,William Stafford,106656986.0
EVEX-WT,"Eve Holding, Inc.",NYSE,809434429.0,0.3,Eduardo Siffert Couto,
CGBD,"Carlyle Secured Lending, Inc.",NASDAQ,808543999.0,11.44,Alex Chi,2300518367.0
WLKP,Westlake Chemical Partners LP,NYSE,805720794.0,22.86,Jean-Marc Gilson,1024832000.0
CAPL,CrossAmerica Partners LP,NYSE,804268795.0,21.09,Maura E. Topper,1689649523.0
TBN,Tamboran Resources Corp,NYSE,803703031.0,35.5,Todd C. Abbott,299530078.0
SG,"Sweetgreen, Inc.",NYSE,803234969.0,6.76,Jonathan Neman,1065059798.0
NRDS,"NerdWallet, Inc.",NASDAQ,803165715.0,10.81,Tim Chen,908465000.0
RJET,Republic Airways Holdings Inc.,NASDAQ,801721040.0,17.12,David Grizzle,1539700000.0
CTLP,"Cantaloupe, Inc.",NASDAQ,801338509.0,10.87,Ravi Venkatesan,801503698.0
NB,NioCorp Developments Ltd.,NASDAQ,796419684.0,5.58,Mark Allan Smith,79596845.0
WOOF,"Petco Health and Wellness Company, Inc.",NASDAQ,796080620.0,2.8,Joel D. Anderson,3355668950.0
BBSI,"Barrett Business Services, Inc.",NASDAQ,795661867.0,31.57,Gary Edward Kramer Jr.,847778020.0
FWRG,"First Watch Restaurant Group, Inc.",NASDAQ,795580725.0,12.91,Christopher A. Tomasso,1659019147.0
OPFI,OppFi Inc.,NYSE,793671816.0,9.19,Todd G. Schwartz,523284550.0
BJRI,"BJ's Restaurants, Inc.",NASDAQ,792987252.0,37.41,Lyle D. Tick,1330571200.0
SKYH,Sky Harbour Group Corporation,NYSE,791315710.0,10.39,Tal Keinan,639994160.0
CCBG,"Capital City Bank Group, Inc.",NASDAQ,790206461.0,46.07,William Godfrey Smith Jr.,757834900.0
GRNT,"Granite Ridge Resources, Inc",NYSE,788797880.0,5.98,Tyler S. Farquharson,615891200.0
VTS,"Vitesse Energy, Inc.",NYSE,787947689.0,18.89,Brian J. Cree,853015624.0
MTUS,Metallus Inc.,NYSE,787869952.0,18.88,Michael S. Williams,577204000.0
EGBN,"Eagle Bancorp, Inc.",NASDAQ,786794220.0,25.8,Susan G. Riel,63817480.0
IART,Integra LifeSciences Holdings Corporation,NASDAQ,785607057.0,10.08,Mojdeh Poul,2751408260.0
GDRX,"GoodRx Holdings, Inc.",NASDAQ,784774607.0,2.29,Wendy Barnes,763368170.0
BOW,Bowhead Specialty Holdings Inc.,NYSE,783843895.0,23.87,Stephen Jay Sills,701836842.0
ZBIO,"Zenas BioPharma, Inc.",NASDAQ,783482140.0,17.55,Leon Oliver Moulder Jr.,1593469188.0
QDEL,QuidelOrtho Corporation,NASDAQ,782259882.0,11.49,Brian J. Blaser,4621340000.0
TRAXV,"First Tracks Biotherapeutics, Inc. Ordinary Shares When-Issued",NASDAQ,782196411.0,22.51,Daniel R. Faga,
PKST,Peakstone Realty Trust,NYSE,780190792.0,20.98,Michael J. Escalante,936293657.0
CSV,"Carriage Services, Inc.",NYSE,779884436.0,49.17,Carlos R. Quezada,1213962400.0
SPRY,"ARS Pharmaceuticals, Inc.",NASDAQ,778490832.0,7.84,Richard E. Lowenthal,1203944503.0
CGEM,"Cullinan Therapeutics, Inc.",NASDAQ,777760385.0,12.85,Nadim Ahmed,525518500.0
KURA,"Kura Oncology, Inc.",NASDAQ,776673625.0,8.75,Troy Edward Wilson,782311640.0
CUBB,"Customers Bancorp, Inc 5.375% S",NYSE,776299232.0,22.72,,
ANRO,"Alto Neuroscience, Inc.",NYSE,776276063.0,24.3,Amit Etkin,341489600.0
BAND,Bandwidth Inc.,NASDAQ,774755304.0,24.2,David Andrew Morken,1061467650.0
RILYN,"B. Riley Financial, Inc. - 6.50",NASDAQ,774223760.0,24.8,,1384727054.0
THFF,First Financial Corporation,NASDAQ,772259726.0,64.94,Norman D. Lowery,1065992555.0
NEGG,"Newegg Commerce, Inc.",NASDAQ,772195458.0,36.83,Anthony K. Chow,126183050.0
WRLD,World Acceptance Corporation,NASDAQ,772085300.0,153.25,Janet Lewis Matricciani,1212739963.0
MITT-PC,"AG Mortgage Investment Trust, Inc.",NYSE,770541614.0,25.13,Thomas J. Durkin,
KOP,Koppers Holdings Inc.,NYSE,769621674.0,39.8,Leroy Mangus Ball Jr.,1522173400.0
LANDO,Gladstone Land Corporation,NASDAQ,767839334.0,21.22,David John Gladstone,844766488.0
CHMI-PA,Cherry Hill Mortgage Investment Corporation,NYSE,767120760.0,20.88,Jeffrey Lown,
STKL,SunOpta Inc.,NASDAQ,767050560.0,6.48,Brian W. Kocher,809632150.0
HTB,"HomeTrust Bancshares, Inc.",NYSE,766064455.0,45.55,C. Hunter Westbrook,890269168.0
APOG,"Apogee Enterprises, Inc.",NASDAQ,765975231.0,35.61,Donald A. Nolan,1088256600.0
CEVA,"CEVA, Inc.",NASDAQ,759352176.0,27.36,Amir Panush,512761400.0
CNNE,"Cannae Holdings, Inc.",NYSE,757699879.0,13.41,Ryan Richard Caswell,1038545000.0
SMBC,"Southern Missouri Bancorp, Inc.",NASDAQ,757474977.0,68.19,Greg A. Steffens,565121320.0
BRSP,"BrightSpire Capital, Inc.",NYSE,755612777.0,5.8,Michael Joseph Mazzei,3134367800.0
GO,Grocery Outlet Holding Corp.,NASDAQ,754797339.0,7.69,Jason Potter,2736607450.0
GDEN,"Golden Entertainment, Inc.",NASDAQ,753685740.0,28.55,Blake L. Sartini,1246663770.0
BFS-PD,"Saul Centers, Inc.",NYSE,752329733.0,20.3,Bernard Francis Saul,
VEL,"Velocity Financial, Inc.",NYSE,751747984.0,19.16,Christopher D. Farrar,7210414000.0
LANDP,Gladstone Land Corporation,NASDAQ,748689062.0,20.72,David John Gladstone,844766488.0
VPG,"Vishay Precision Group, Inc.",NYSE,748245148.0,56.27,Ziv Shoshani,487206500.0
MYE,"Myers Industries, Inc.",NYSE,744698289.0,19.91,Aaron Schapper,1033156780.0
BHFAN,"Brighthouse Financial, Inc.",NASDAQ,744251062.0,13.015,Eric Thomas Steigerwalt,1472109090.0
NBBK,"NB Bancorp, Inc. Common Stock",NASDAQ,742569679.0,19.56,Joseph Campanelli,680586605.0
GSBC,"Great Southern Bancorp, Inc.",NASDAQ,740559634.0,67.55,Joseph William Turner,917185571.0
SGP,"SpyGlass Pharma, Inc. Common Stock",NASDAQ,739729662.0,22.13,Patrick H. Mooney,
AMBQ,"Ambiq Micro, Inc.",NYSE,738878512.0,34.75,Fumihide Esaka,87757760.0
CCNEP,CNB Financial Corporation,NASDAQ,738805536.0,24.93,Michael D. Peduzzi,430943538.0
QNST,"QuinStreet, Inc.",NASDAQ,738640944.0,12.96,Douglas Valenti,818397700.0
PGC,Peapack-Gladstone Financial Corporation,NASDAQ,736666403.0,41.6,Robert A. Plante,740349829.0
MEG,"Montrose Environmental Group, Inc.",NYSE,736416721.0,20.36,Vijay Manthripragada,1219833599.0
CSTL,"Castle Biosciences, Inc.",NASDAQ,734374167.0,24.24,Derek J. Maetzold,1047739400.0
HIPO,Hippo Holdings Inc.,NYSE,732901620.0,28.22,Richard Lyn McCathron,561925881.0
PSTL,"Postal Realty Trust, Inc.",NYSE,732523240.0,21.2,Andrew Spodek,796327911.0
ABSI,Absci Corporation,NASDAQ,732155370.0,4.71,Sean McClain,462628328.0
NXP,Nuveen Select Tax-Free Income Portfolio,NYSE,731732665.0,14.07,Thomas C. Spalding Jr.,751168253.0
FET,"Forum Energy Technologies, Inc.",NYSE,731151523.0,64.54,Neal A. Lux,636085850.0
DGICB,Donegal Group Inc.,NASDAQ,730841304.0,19.75,Kevin Gerard Burke,622480878.0
BBCQW,Bleichroeder Acquisition Corp. II,NASDAQ,730250000.0,1.27,Andrew Stephen Gundlach,
EFSCP,Enterprise Financial Services Corp,NASDAQ,730171088.0,19.75,James Brian Lally,2296899000.0
SSYS,Stratasys Ltd.,NASDAQ,729881075.0,8.47,Yoav Zeif,640278360.0
DJCO,Daily Journal Corporation,NASDAQ,729572685.0,529.55,Steven Myhill-Jones,643082929.0
CBLL,"CeriBell, Inc.",NASDAQ,729045433.0,19.25,Xingjuan Chao,783167112.0
JBIO,"Jade Biosciences, Inc.",NASDAQ,728208124.0,22.32,Tom Frohlich,396170151.0
FBRT,"Franklin BSP Realty Trust, Inc.",NYSE,727882452.0,8.99,Michael Comparato,4876249514.0
CRSR,"Corsair Gaming, Inc.",NASDAQ,727434840.0,6.82,Thi L. La,652428700.0
JBI,"Janus International Group, Inc.",NYSE,723450180.0,5.21,Ramey Pierce Jackson,1351674951.0
PURR,Hyperliquid Strategies Inc Common Stock,NASDAQ,722730572.0,5.83,David Ira Schamis,
FCEL,"FuelCell Energy, Inc.",NASDAQ,722618092.0,13.64,Jason Few,96263105.0
FOXF,Fox Factory Holding Corp.,NASDAQ,720401948.0,17.18,Michael C. Dennison,1449994140.0
OPTU,"Optimum Communications, Inc.",NYSE,720394210.0,1.54,Dennis Mathew,26108008400.0
MNTN,MNTN Inc.,NYSE,719493284.0,9.74,Mark Douglas,5867836941.0
NXRT,"NexPoint Residential Trust, Inc.",NYSE,717405698.0,28.27,James David Dondero,2308047000.0
ORRF,"Orrstown Financial Services, Inc.",NASDAQ,716711294.0,36.53,Thomas Rodney Quinn Jr.,883706220.0
SABR,Sabre Corporation,NASDAQ,715263130.0,1.81,Kurt J. Ekert,4196059519.0
HNRG,Hallador Energy Company,NASDAQ,714496743.0,15.16,Brent K. Bilsland,846428280.0
SMBK,"SmartFinancial, Inc.",NYSE,714032149.0,41.76,William Young Carroll Jr.,258244524.0
ROOT,"Root, Inc.",NASDAQ,713611117.0,51.905,Alexander Edward Timm,630965000.0
LYTS,LSI Industries Inc.,NASDAQ,713572944.0,22.92,James A. Clark,571834030.0
GYRE,"Gyre Therapeutics, Inc.",NASDAQ,712905900.0,7.35,Ping Zhang,594642031.0
NRGV,"Energy Vault Holdings, Inc.",NYSE,712657000.0,4.12,Robert Allen Piconi,776395130.0
UDMY,"Udemy, Inc.",NASDAQ,709246652.0,4.86,Hugo Sarrazin,645743636.0
OIS,"Oil States International, Inc.",NYSE,709153726.0,11.78,Cynthia Taylor,415098690.0
NTGR,"NETGEAR, Inc.",NASDAQ,707923215.0,25.89,Charles J. Prober,549689447.0
ARKO,Arko Corp.,NASDAQ,705635486.0,6.29,Arie Kotler,4160871480.0
ANNX,"Annexon, Inc.",NASDAQ,704414850.0,5.89,Douglas E. Love,642781276.0
EHAB,"Enhabit, Inc.",NYSE,704352069.0,13.75,Barbara Ann Jacobsmeyer,924776000.0
FDUS,Fidus Investment Corporation,NASDAQ,703673909.0,18.54,Edward H. Ross,845510855.0
CDNL,Cardinal Infrastructure Group Inc. Class A Common Stock,NASDAQ,701489176.0,45.87,Jeremy Spivey,40479532660.0
RWT,"Redwood Trust, Inc.",NYSE,701221563.0,5.61,Christopher J. Abate,22661042690.0
ADAM,"Adamas Trust, Inc.",NASDAQ,701175825.0,7.75,Jason T. Serrano,11452571100.0
KOPN,Kopin Corporation,NASDAQ,699632622.0,3.93,Michael Murray,-60571091479.0
NCDL,Nuveen Churchill Direct Lending Corp.,NYSE,697839228.0,14.13,Kenneth John Kencel,1777316841.0
TXO,"TXO Partners, L.P.",NYSE,696055588.0,12.6,Brent W. Clum,812761230.0
TRNS,"Transcat, Inc.",NASDAQ,694781397.0,74.45,Jaime A. Irick,730205300.0
EGY,"VAALCO Energy, Inc.",NYSE,694358280.0,6.66,George Walter-Mitchell Maxwell,448299200.0
CBRL,"Cracker Barrel Old Country Store, Inc.",NASDAQ,693775040.0,31.04,Julie Felss Masino,2418023965.0
CTMX,"CytomX Therapeutics, Inc.",NASDAQ,689516271.0,4.05,Sean A. McCarthy,579179818.0
IBCP,Independent Bank Corporation,NASDAQ,687977603.0,33.42,Gavin A. Mohr,737059532.0
CTO-PA,"CTO Realty Growth, Inc.",NYSE,685802472.0,20.82,John Albright,
SWBI,"Smith & Wesson Brands, Inc.",NASDAQ,685647917.0,15.41,Mark Peter Smith,509184140.0
UTZ,"Utz Brands, Inc.",NYSE,685355029.0,7.75,Howard A. Friedman,1949898965.0
OCCIO,"OFS Credit Company, Inc.",NASDAQ,685203898.0,24.98,Bilal Rashid,
RGR,"Sturm, Ruger & Company, Inc.",NYSE,683534066.0,42.86,Todd W. Seyfert,513459204.0
SWIM,"Latham Group, Inc.",NASDAQ,683040560.0,5.84,Sean Gadd,703097673.0
OCCIN,"OFS Credit Company, Inc.",NASDAQ,681637985.0,24.85,Bilal Rashid,223578284.0
GDOT,Green Dot Corporation,NYSE,680702953.0,12.25,William I. Jacobs,-650406810.0
FWRD,Forward Air Corporation,NASDAQ,678730842.0,21.51,Shawn Stewart,2827971000.0
SNDA,"Sonida Senior Living, Inc.",NYSE,678274538.0,37.5,Brandon Ribar,1268550070.0
HY,"Hyster-Yale Materials Handling, Inc.",NYSE,677468912.0,38.34,Rajiv K. Prasad,787872070.0
IRWD,"Ironwood Pharmaceuticals, Inc.",NASDAQ,676690700.0,4.15,Thomas A. McCourt,929010550.0
DSP,Viant Technology Inc.,NASDAQ,673846161.0,10.61,Tim Vanderhook,28317880.0
SATL,Satellogic Inc.,NASDAQ,672210184.0,6.15,Emiliano Kargieman,173034077.0
TREE,"LendingTree, Inc.",NASDAQ,670343604.0,48.38,Scott Peyree,1075318560.0
FIP,FTAI Infrastructure Inc.,NASDAQ,669987329.0,5.67,Kenneth J. Nicholson,4130475735.0
FISI,"Financial Institutions, Inc.",NASDAQ,669873744.0,34.03,Martin K. Birmingham,851962830.0
NUTX,"Nutex Health, Inc.",NASDAQ,667003599.0,112.02,Thomas T. Vo,1268977128.0
WTI,"W&T Offshore, Inc.",NYSE,665780199.0,4.475,Tracy W. Krohn,451770409.0
BHFAM,"Brighthouse Financial, Inc.",NASDAQ,665737292.0,11.642,Eric Thomas Steigerwalt,1472109090.0
SLS,"SELLAS Life Sciences Group, Inc.",NASDAQ,665204140.0,4.67,Angelos Stergiou,340231080.0
CTO,"CTO Realty Growth, Inc.",NYSE,665192628.0,20.43,John Albright,1235635189.0
SPFI,"South Plains Financial, Inc.",NASDAQ,663489219.0,40.6,Curtis C. Griffith,632481620.0
DCH,Dauch Corporation,NYSE,663046104.0,5.6,David Charles Dauch,4208205876.0
IHRT,"iHeartMedia, Inc.",NASDAQ,663020395.0,5.1,Robert W. Pittman,6162907920.0
CODI-PA,Compass Diversified,NYSE,658521017.0,20.4,Elias Joseph Sabo,
EVGO,"EVgo, Inc.",NASDAQ,658518046.0,2.1,Badar Khan,846905025.0
ALRS,Alerus Financial Corporation,NASDAQ,658175150.0,25.75,Daniel Edmund Coughlin,944911600.0
ASIX,AdvanSix Inc.,NYSE,656773676.0,24.44,Erin N. Kane,828316095.0
LXRX,"Lexicon Pharmaceuticals, Inc.",NASDAQ,656704947.0,1.55,Michael S. Exton,445421949.0
JOBY-WT,"Joby Aviation, Inc. WT",NYSE,656244190.0,0.7199,JoeBen Bevirt,
KRUS,"Kura Sushi USA, Inc.",NASDAQ,656228532.0,54.02,Hajime Uba,1133112960.0
PKE,Park Aerospace Corp.,NYSE,652968400.0,32.77,Brian E. Shore,252686370.0
NEWTH,"NewtekOne, Inc.",NASDAQ,652525379.0,25.13,Barry Scott Sloane,2692244432.0
BVS,Bioventus Inc.,NASDAQ,651449527.0,9.67,Robert E. Claypoole,755780374.0
TRTX,"TPG RE Finance Trust, Inc.",NYSE,651122239.0,8.31,Doug Bouquard,3883507671.0
GAIN,Gladstone Investment Corporation,NASDAQ,649895040.0,16.32,David A. R. Dullum,932193512.0
TIPT,Tiptree Inc.,NASDAQ,647697675.0,17.1,Michael Gene Barnes,736173673.0
FBYD,"Falcon's Beyond Global, Inc. Class A Common Stock",NASDAQ,647584000.0,16.52,Cecil D. Magpuri,590407296.0
CODI-PB,Compass Diversified,NYSE,646866329.0,22.01,Elias Joseph Sabo,
BBOT,BridgeBio Oncology Therapeutics Inc.,NASDAQ,645064529.0,8.06,Eli Wallace,19011583.0
RSVR,"Reservoir Media, Inc.",NASDAQ,643537962.0,9.81,Golnar Khosrowshahi,869650974.0
ETON,"Eton Pharmaceuticals, Inc.",NASDAQ,643368298.0,23.58,Sean E. Brynjelsen,460090280.0
DGICA,Donegal Group Inc.,NASDAQ,640338419.0,17.63,Kevin Gerard Burke,622480878.0
NEWTP,"NewtekOne, Inc. Depositary Shares, Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ,640329451.0,24.325,Barry Scott Sloane,798116450.0
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",NYSE,639628993.0,27.77,Kemper Isely,1232350760.0
SHBI,"Shore Bancshares, Inc.",NASDAQ,639573541.0,19.12,James Burke,651336004.0
AMWD,American Woodmark Corporation,NASDAQ,638439653.0,43.82,Michael Scott Culbreth,1364492000.0
PRME,"Prime Medicine, Inc.",NASDAQ,637349231.0,3.53,Allan Reine,569587088.0
BOH-PA,Bank of Hawaii Corporation,NYSE,637123143.0,16.08,James C. Polk,1856163287.0
MGRE,"Affiliated Managers Group, Inc.",NYSE,635095860.0,23.8,Laura M. Thompson,10321279999.0
ULH,"Universal Logistics Holdings, Inc.",NASDAQ,635036398.0,24.1,Timothy Phillips,1344448320.0
DMIIU,Drugs Made In America Acquisition II Corp. Unit,NASDAQ,633955044.0,10.06,Roger Bendelac,
KE,"Kimball Electronics, Inc.",NASDAQ,633770999.0,26.04,Richard D. Phillips,534826860.0
RYAM,Rayonier Advanced Materials Inc.,NYSE,632825585.0,9.39,Scott McDougald Sutton,1097347523.0
HZO,"MarineMax, Inc.",NYSE,629784894.0,28.59,William Brett McGill,1634195643.0
GTN-A,"Gray Media, Inc.",NYSE,628945451.0,11.09,Hilton Hatchett Howell Jr.,
DNUT,"Krispy Kreme, Inc.",NASDAQ,628530000.0,3.65,Joshua Charlesworth,2180075910.0
ARVN,"Arvinas, Inc.",NASDAQ,628097020.0,9.82,Randy Teel,635314000.0
CARS,Cars.com Inc.,NYSE,625505012.0,10.97,Tobias Hartmann,1147384600.0
BZH,"Beazer Homes USA, Inc.",NYSE,624684910.0,21.17,Allan Merrill,1572729900.0
VLGEA,"Village Super Market, Inc.",NASDAQ,624605650.0,42.34,John J. Sumas,760184639.0
AHRT,"AH Realty Trust, Inc.",NYSE,624325477.0,6.02,Shawn J. Tibbetts,2311764452.0
XE,"X-Energy, Inc. Class A Common Stock",NASDAQ,622126029.0,31.08,J. Clay Sell,147312945.0
HSTM,"HealthStream, Inc.",NASDAQ,621858869.0,21.22,Robert A. Frist Jr.,671038260.0
HIFS,Hingham Institution for Savings,NASDAQ,620151805.0,284.18,Robert H. Gaughen Jr.,2076732720.0
SLDP,"Solid Power, Inc.",NASDAQ,618644845.0,3.35,John C. Van Scoter,602582410.0
MITK,"Mitek Systems, Inc.",NASDAQ,616754693.0,13.61,Edward H. West,447678320.0
ACHR-WT,Archer Aviation Inc. WT,NYSE,616663503.0,0.263,Adam D. Goldstein,
AOMN,"Angel Oak Mortgage REIT, Inc. 9",NYSE,616636350.0,24.75,Sreeniwas Vikram Prabhu,870533347.0
NXDR,"Nextdoor Holdings, Inc.",NYSE,616460032.0,1.59,Nirav N. Tolia,803547700.0
GOODO,Gladstone Commercial Corporation,NASDAQ,616072869.0,19.972,David J. Gladstone,1349379445.0
RRBI,"Red River Bancshares, Inc.",NASDAQ,613783371.0,93.32,Ronald Blake Chatelain,452800895.0
OXM,"Oxford Industries, Inc.",NYSE,612916481.0,41.17,Thomas Caldecot Chubb,1106698550.0
GOOD,Gladstone Commercial Corporation,NASDAQ,608959972.0,12.58,Arthur S. Cooper,1349379445.0
BIOA,"BioAge Labs, Inc.",NASDAQ,606622800.0,16.86,Kristen Fortney,292064452.0
AIV,Apartment Investment and Management Company,NYSE,605692700.0,4.21,Wesley William Powell,1297558180.0
AGM-PD,Federal Agricultural Mortgage Corporation,NYSE,603635620.0,20.6,Bradford Todd Nordholm,
CASS,"Cass Information Systems, Inc.",NASDAQ,601010448.0,46.56,Martin H. Resch,159557640.0
MVST,"Microvast Holdings, Inc.",NASDAQ,600979632.0,1.81,Yang Wu,990015877.0
BETR,Better Home & Finance Holding Company,NASDAQ,600819043.0,39.12,Vishal Garg,998292300.0
CLYM,"Climb Bio, Inc.",NASDAQ,598659313.0,8.78,Aoife Brennan BCh MMSc,236104580.0
RPC,"Ridgepost Capital, Inc.",NYSE,598545769.0,7.65,Luke A. Sarsfield,1527246360.0
BCAL,Southern California Bancorp,NASDAQ,598032761.0,18.6,David I. Rainer,631060873.0
AROW,Arrow Financial Corporation,NASDAQ,595408296.0,36.06,David S. DeMarco,518256200.0
SSTK,"Shutterstock, Inc.",NYSE,594831804.0,16.73,Paul J. Hennessy,813373000.0
MCS,The Marcus Corporation,NYSE,591380757.0,18.98,Gregory S. Marcus,789245680.0
CRMD,CorMedix Inc.,NASDAQ,591296955.0,7.48,Joseph Todisco,840844420.0
NHPAP,"National Healthcare Properties, Inc.",NASDAQ,590139041.0,20.8501,Michael R. Anderson,1418802224.0
MG,"Mistras Group, Inc.",NYSE,588290413.0,18.49,Natalia Shuman,611920200.0
MSIF,"MSC Income Fund, Inc.",NYSE,588260466.0,12.54,Dwayne Louis Hyzak,1193086829.0
WYFI,"WhiteFiber, Inc. Ordinary Shares",NASDAQ,584304433.0,15.23,Samir Tabar,407985804.0
EICA,Eagle Point Income Company Inc.,NYSE,583543950.0,24.9,Thomas Philip Majewski,
NFBK,"Northfield Bancorp, Inc.",NASDAQ,582190076.0,13.94,Steven Klein,1438008469.0
GAM-PB,"General American Investors Company, Inc.",NYSE,580606323.0,24.77,Jeffrey Priest,
GRPN,"Groupon, Inc.",NASDAQ,580187440.0,14.24,Dusan Senkypl,763198935.0
CBIO,"Crescent Biopharma, Inc.",NASDAQ,577039392.0,20.94,Joshua T. Brumm,1023510771.0
SD,"SandRidge Energy, Inc.",NYSE,576314380.0,15.65,Grayson R. Pranin Jr.,419636390.0
HOV,"Hovnanian Enterprises, Inc.",NYSE,574406881.0,111.46,Ara K. Hovnanian,1459893270.0
AMSF,"AMERISAFE, Inc.",NASDAQ,573832584.0,30.68,Gerry Janelle Frost,667566250.0
ACIC,American Coastal Insurance Corporation,NASDAQ,572862310.0,11.85,Bennett Bradford Martz,-253614713.0
NHPBP,"National Healthcare Properties, Inc.",NASDAQ,572180220.0,20.2156,Michael R. Anderson,987620000.0
ZVRA,"Zevra Therapeutics, Inc.",NASDAQ,571640116.0,9.67,Neil F. McFarlane,496389319.0
CTKB,"Cytek Biosciences, Inc.",NASDAQ,570762000.0,4.44,Wenbin Jiang,587287991.0
PHR,"Phreesia, Inc.",NYSE,569349919.0,9.37,Chaim Indig,830899198.0
TASK,"TaskUs, Inc.",NASDAQ,568052147.0,6.31,Bryce Maddock,1152371199.0
KRT,Karat Packaging Inc.,NASDAQ,567768510.0,28.44,Alan Yu,471815880.0
SXC,"SunCoke Energy, Inc.",NYSE,567604848.0,6.69,Katherine T. Gates,1212400000.0
PFIS,Peoples Financial Services Corp.,NASDAQ,566221884.0,56.59,Gerard A. Champi,686801427.0
ERII,"Energy Recovery, Inc.",NASDAQ,565267090.0,10.7,David W. Moon,687141980.0
ETD,Ethan Allen Interiors Inc.,NYSE,565163189.0,22.21,Farooq Kathwari,762084900.0
PD,"PagerDuty, Inc.",NYSE,565113675.0,6.65,Jennifer G. Tejada,1142772200.0
UHT,Universal Health Realty Income Trust,NYSE,563724998.0,40.63,Alan Miller,921268410.0
HIVE,HIVE Digital Technologies Ltd.,NASDAQ,562230029.0,2.22,Aydin Kilic,217308719.0
CARE,"Carter Bankshares, Inc.",NASDAQ,558432000.0,25.2,Litz H. Van Dyke,514835820.0
EVER,"EverQuote, Inc.",NASDAQ,557482846.0,15.76,Jayme Mendal,882993000.0
IMSR,Terrestrial Energy Inc.,NASDAQ,557084893.0,6.8,Simon Irish,342671923.0
NPCE,"NeuroPace, Inc.",NASDAQ,556850526.0,16.54,Joel D. Becker,554379442.0
MAMA,"Mama's Creations, Inc.",NASDAQ,554968050.0,13.65,Adam L. Michaels,581939696.0
SERV,Serve Robotics Inc.,NASDAQ,554243946.0,8.99,Ali Kashani,545527580.0
HELE,Helen of Troy Limited,NASDAQ,553998533.0,23.82,George Scott Uzzell,464753280.0
RMR,The RMR Group Inc.,NASDAQ,553257784.0,17.36,Adam David Portnoy,403552120.0
BWBBP,"Bridgewater Bancshares, Inc.",NASDAQ,552286945.0,20.01,Gerald John Baack,864598448.0
MAX,"MediaAlpha, Inc.",NYSE,551696000.0,10.0,Steven Yi,836692423.0
PAR,PAR Technology Corporation,NYSE,551461681.0,13.37,Savneet Singh,1791153440.0
OCGN,"Ocugen, Inc.",NASDAQ,550866960.0,1.68,Shankar Musunuri,419799785.0
MSBI,"Midland States Bancorp, Inc.",NASDAQ,549749382.0,25.61,Jeffrey G. Ludwig,766895878.0
WEST,"Westrock Coffee Company, LLC",NASDAQ,549304554.0,5.67,Scott Thomas Ford,539828570.0
SLDB,Solid Biosciences Inc.,NASDAQ,549266910.0,7.05,Alexander G. Cumbo,454787118.0
TDUP,ThredUp Inc.,NASDAQ,548571606.0,4.32,James G. Reinhart,791121270.0
MSBIP,"Midland States Bancorp, Inc.",NASDAQ,548154472.0,25.25,Jeffrey G. Ludwig,766895878.0
FMNB,Farmers National Banc Corp.,NASDAQ,547191748.0,13.92,Kevin J. Helmick,848518560.0
JOUT,Johnson Outdoors Inc.,NASDAQ,545440358.0,52.18,Helen Johnson-Leipold,300909640.0
NRIM,"Northrim BanCorp, Inc.",NASDAQ,543315285.0,24.43,Michael G. Huston,529782679.0
INN,"Summit Hotel Properties, Inc.",NYSE,542907010.0,4.99,Jonathan Stanner,1926445500.0
FFIC,Flushing Financial Corporation,NASDAQ,542137600.0,16.0,John R. Buran,989519810.0
VITL,"Vital Farms, Inc.",NASDAQ,542044910.0,12.1,Russell Diez-Canseco,1454184345.0
IVR,Invesco Mortgage Capital Inc.,NYSE,541018750.0,8.09,John Anzalone,6120860057.0
